movie_title,title_year,is_color,aspect_ratio,duration_in_mins,language,country,budget,gross,movie_facebook_likes,cast_total_facebook_likes,movie_imdb_link,director_name,actor_1_name,actor_2_name,actor_3_name
Percy Jackson & the Olympians: The Lightning Thief,2010,1,2.35,118,English,UK,95000000,88761720,9000,14024,http://www.imdb.com/title/tt0814255/?ref_=fn_tt_tt_1,Chris Columbus,Logan Lerman,Rosario Dawson,Steve Coogan
Men in Black,1997,1,1.85,98,English,USA,90000000,250147615,0,12998,http://www.imdb.com/title/tt0119654/?ref_=fn_tt_tt_1,Barry Sonnenfeld,Will Smith,Rip Torn,Linda Fiorentino
Open Water,2003,1,1.85,79,English,USA,500000,30500882,0,67,http://www.imdb.com/title/tt0374102/?ref_=fn_tt_tt_1,Chris Kentis,Blanchard Ryan,Saul Stein,Daniel Travis
Shrek Forever After,2010,1,2.35,93,English,USA,165000000,238371987,0,4628,http://www.imdb.com/title/tt0892791/?ref_=fn_tt_tt_1,Mike Mitchell,Jon Hamm,Kathy Griffin,Mary Kay Place
Finishing the Game: The Search for a New Bruce Lee,2007,1,1.85,84,English,USA,500000,52850,155,734,http://www.imdb.com/title/tt0843850/?ref_=fn_tt_tt_1,Justin Lin,Monique Gabriela Curnen,Jake Sandvig,Joe McQueen
Be Cool,2005,1,2.4,118,English,USA,53000000,55808744,0,15889,http://www.imdb.com/title/tt0377471/?ref_=fn_tt_tt_1,F. Gary Gray,Dwayne Johnson,Christina Milian,Debi Mazar
Shopgirl,2005,1,2.35,106,English,USA,,10281585,1000,1871,http://www.imdb.com/title/tt0338427/?ref_=fn_tt_tt_1,Anand Tucker,Frances Conroy,Bridgette Wilson-Sampras,Clyde Kusatsu
Beyond the Sea,2004,0,2.35,118,English,USA,23000000,6144806,0,23689,http://www.imdb.com/title/tt0363473/?ref_=fn_tt_tt_1,Kevin Spacey,Kevin Spacey,Bob Hoskins,Brenda Blethyn
Days of Heaven,1978,1,1.85,94,English,USA,3000000,,0,1618,http://www.imdb.com/title/tt0077405/?ref_=fn_tt_tt_1,Terrence Malick,Sam Shepard,Stuart Margolin,Richard Libertini
Shalako,1968,1,2.35,113,English,UK,1455000,,209,2140,http://www.imdb.com/title/tt0063592/?ref_=fn_tt_tt_1,Edward Dmytryk,Brigitte Bardot,Woody Strode,Honor Blackman
9,2009,1,1.85,79,English,USA,30000000,31743332,13000,1594,http://www.imdb.com/title/tt0472033/?ref_=fn_tt_tt_1,Shane Acker,Martin Landau,Alan Oppenheimer,Tom Kane
X-Men,2000,1,2.35,104,English,USA,75000000,157299717,0,21397,http://www.imdb.com/title/tt0120903/?ref_=fn_tt_tt_1,Bryan Singer,Hugh Jackman,Tyler Mane,Bruce Davison
American Graffiti,1973,1,2.35,112,English,USA,777000,115000000,0,14954,http://www.imdb.com/title/tt0069704/?ref_=fn_tt_tt_1,George Lucas,Harrison Ford,Ron Howard,Mackenzie Phillips
Butterfly,1982,1,1.85,108,English,USA,,,76,1991,http://www.imdb.com/title/tt0082122/?ref_=fn_tt_tt_1,Matt Cimber,Stacy Keach,June Lockhart,Stuart Whitman
The Bourne Ultimatum,2007,1,2.35,115,English,USA,110000000,227137090,0,17369,http://www.imdb.com/title/tt0440963/?ref_=fn_tt_tt_1,Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney
The Descendants,2011,1,2.35,115,English,USA,20000000,82624961,22000,9578,http://www.imdb.com/title/tt1033575/?ref_=fn_tt_tt_1,Alexander Payne,Shailene Woodley,Nick Krause,Beau Bridges
Braveheart,1995,1,2.35,178,English,USA,72000000,75600000,17000,1976,http://www.imdb.com/title/tt0112573/?ref_=fn_tt_tt_1,Mel Gibson,Mhairi Calvey,Patrick McGoohan,James Robinson
Cypher,2002,1,1.85,95,English,USA,7500000,,0,1501,http://www.imdb.com/title/tt0284978/?ref_=fn_tt_tt_1,Vincenzo Natali,David Hewlett,Jeremy Northam,Kari Matchett
Zathura: A Space Adventure,2005,1,1.85,101,English,USA,65000000,28045540,0,32232,http://www.imdb.com/title/tt0406375/?ref_=fn_tt_tt_1,Jon Favreau,Kristen Stewart,Josh Hutcherson,Jonah Bobo
Whatever Works,2009,1,1.85,92,English,USA,15000000,5306447,10000,2717,http://www.imdb.com/title/tt1178663/?ref_=fn_tt_tt_1,Woody Allen,Larry David,Michael McKean,Conleth Hill
"A Woman, a Gun and a Noodle Shop",2009,1,2.35,95,Mandarin,China,,190666,1568,36,http://www.imdb.com/title/tt1428556/?ref_=fn_tt_tt_1,Yimou Zhang,Honglei Sun,Ni Yan,Dahong Ni
A Guy Named Joe,1943,0,1.37,122,English,USA,2627000,,116,2555,http://www.imdb.com/title/tt0035959/?ref_=fn_tt_tt_1,Victor Fleming,Spencer Tracy,Esther Williams,Irene Dunne
The Wrestler,2008,1,2.35,109,English,USA,6000000,26236603,10000,1582,http://www.imdb.com/title/tt1125849/?ref_=fn_tt_tt_1,Darren Aronofsky,Mark Margolis,John D'Leo,Ajay Naidu
2:13,2009,1,2.35,96,English,USA,3500000,,211,2307,http://www.imdb.com/title/tt1002561/?ref_=fn_tt_tt_1,Charles Adelman,Teri Polo,Kevin Pollak,Jere Burns
Alpha and Omega,2010,1,1.85,90,English,USA,20000000,25077977,0,2486,http://www.imdb.com/title/tt1213012/?ref_=fn_tt_tt_1,Anthony Bell,Kevin Sussman,Larry Miller,Christine Lakin
Holy Motors,2012,1,1.85,115,French,France,,,12000,1298,http://www.imdb.com/title/tt2076220/?ref_=fn_tt_tt_1,Leos Carax,Kylie Minogue,Leos Carax,Denis Lavant
Everest,2015,1,2.35,121,English,UK,55000000,43247140,40000,2131,http://www.imdb.com/title/tt2719848/?ref_=fn_tt_tt_1,Baltasar Kormákur,Michael Kelly,Martin Henderson,Tom Goodman-Hill
Fantasia 2000,1999,1,1.78,74,English,USA,80000000,60507228,607,814,http://www.imdb.com/title/tt0120910/?ref_=fn_tt_tt_1,James Algar,Quincy Jones,Penn Jillette,Russi Taylor
Crazy Heart,2009,1,2.35,112,English,USA,7000000,39462438,0,13172,http://www.imdb.com/title/tt1263670/?ref_=fn_tt_tt_1,Scott Cooper,Jeff Bridges,Beth Grant,Debrianna Mansini
I Am Legend,2007,1,2.35,104,English,USA,150000000,256386216,11000,13076,http://www.imdb.com/title/tt0480249/?ref_=fn_tt_tt_1,Francis Lawrence,Will Smith,Alice Braga,Willow Smith
Thank You for Smoking,2005,1,2.35,92,English,USA,6500000,24792061,0,25092,http://www.imdb.com/title/tt0427944/?ref_=fn_tt_tt_1,Jason Reitman,J.K. Simmons,Cameron Bright,Todd Louiso
The Guard,2011,1,2.35,96,English,Ireland,6000000,5359774,17000,3569,http://www.imdb.com/title/tt1540133/?ref_=fn_tt_tt_1,John Michael McDonagh,Don Cheadle,Fionnula Flanagan,Wale Ojo
Damsels in Distress,2011,1,1.85,99,English,USA,,1007535,0,2452,http://www.imdb.com/title/tt1667307/?ref_=fn_tt_tt_1,Whit Stillman,Greta Gerwig,Megalyn Echikunwoke,Zach Woods
The Chumscrubber,2005,1,2.35,108,English,USA,6800000,49526,1000,2119,http://www.imdb.com/title/tt0406650/?ref_=fn_tt_tt_1,Arie Posin,Rory Culkin,John Heard,Tim DeKay
Practical Magic,1998,1,2.35,104,English,USA,48000000,46611204,0,4294,http://www.imdb.com/title/tt0120791/?ref_=fn_tt_tt_1,Griffin Dunne,Goran Visnjic,Dianne Wiest,Stockard Channing
Godzilla Resurgence,2016,1,2.35,120,Japanese,Japan,,,0,1398,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1,Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda
Mutual Friends,2013,1,,86,English,USA,450000,,31,2830,http://www.imdb.com/title/tt2112209/?ref_=fn_tt_tt_1,Matthew Watts,Jennifer Lafleur,Cheyenne Jackson,Michael Stahl-David
The Big Short,2015,1,2.35,130,English,USA,28000000,70235322,99000,57308,http://www.imdb.com/title/tt1596363/?ref_=fn_tt_tt_1,Adam McKay,Ryan Gosling,Christian Bale,Charlie Talbert
The Scorpion King,2002,1,2.35,100,English,USA,60000000,90341670,0,14611,http://www.imdb.com/title/tt0277296/?ref_=fn_tt_tt_1,Chuck Russell,Dwayne Johnson,Roger Rees,Bernard Hill
Hoodwinked Too! Hood vs. Evil,2011,1,1.85,86,English,USA,30000000,10134754,0,5393,http://www.imdb.com/title/tt0844993/?ref_=fn_tt_tt_1,Mike Disa,Amy Poehler,Phil LaMarr,Cheech Marin
Superbabies: Baby Geniuses 2,2004,1,2.35,88,English,Germany,20000000,9109322,0,1343,http://www.imdb.com/title/tt0270846/?ref_=fn_tt_tt_1,Bob Clark,Scott Baio,Vanessa Angel,Peter Wingfield
Made,2001,1,1.85,95,English,USA,5000000,5308707,393,5245,http://www.imdb.com/title/tt0227005/?ref_=fn_tt_tt_1,Jon Favreau,Jon Favreau,Faizon Love,Jonathan Silverman
August Rush,2007,1,2.35,114,English,USA,30000000,31655091,18000,50927,http://www.imdb.com/title/tt0426931/?ref_=fn_tt_tt_1,Kirsten Sheridan,Robin Williams,Aaron Staton,Marian Seldes
Oceans,2009,1,2.35,104,French,France,40000000,19406406,0,152,http://www.imdb.com/title/tt0765128/?ref_=fn_tt_tt_1,Jacques Perrin,Pedro Armendáriz Jr.,Jacques Perrin,Rie Miyazawa
The Woman in Black,2012,1,2.35,95,English,UK,17000000,54322273,29000,11946,http://www.imdb.com/title/tt1596365/?ref_=fn_tt_tt_1,James Watkins,Daniel Radcliffe,Roger Allam,Jessica Raine
Pink Narcissus,1971,1,1.37,65,English,USA,27000,8231,85,0,http://www.imdb.com/title/tt0067580/?ref_=fn_tt_tt_1,James Bidgood,Don Brooks,Bobby Kendall,
The Fifth Element,1997,1,2.35,126,English,France,93000000,63540020,18000,39319,http://www.imdb.com/title/tt0119116/?ref_=fn_tt_tt_1,Luc Besson,Milla Jovovich,Bruce Willis,Gary Oldman
Sideways,2004,1,1.85,126,English,USA,12000000,71502303,0,2170,http://www.imdb.com/title/tt0375063/?ref_=fn_tt_tt_1,Alexander Payne,Virginia Madsen,Patrick Gallagher,M.C. Gainey
Pet Sematary,1989,1,1.85,103,English,USA,11500000,57469179,0,2987,http://www.imdb.com/title/tt0098084/?ref_=fn_tt_tt_1,Mary Lambert,Miko Hughes,Fred Gwynne,Denise Crosby
Brave New Girl,2004,1,,120,English,USA,,,47,2330,http://www.imdb.com/title/tt0403118/?ref_=fn_tt_tt_1,Bobby Roth,Virginia Madsen,Aaron Ashmore,Lindsey Haun
Next Stop Wonderland,1998,1,1.85,104,English,USA,1000000,3386698,392,23461,http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,Brad Anderson,Philip Seymour Hoffman,Callie Thorne,Holland Taylor
The Painted Veil,2006,1,2.35,125,Mandarin,China,19400000,8047690,0,2608,http://www.imdb.com/title/tt0446755/?ref_=fn_tt_tt_1,John Curran,Toby Jones,Sally Hawkins,Alan David
The Widow of Saint-Pierre,2000,1,2.35,112,French,France,100000000,3058380,186,2389,http://www.imdb.com/title/tt0191636/?ref_=fn_tt_tt_1,Patrice Leconte,Emir Kusturica,Daniel Auteuil,Yves Jacques
Clay Pigeons,1998,1,1.85,104,English,Germany,8000000,1789892,515,1795,http://www.imdb.com/title/tt0118863/?ref_=fn_tt_tt_1,David Dobkin,Janeane Garofalo,Vince Vieluf,Kevin Rahm
The Raid: Redemption,2011,1,1.85,102,Indonesian,Indonesia,1100000,4105123,51000,1445,http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1,Gareth Evans,Iko Uwais,Yayan Ruhian,Donny Alamsyah
Simply Irresistible,1999,1,2.35,96,English,Germany,6000000,4394936,901,5668,http://www.imdb.com/title/tt0145893/?ref_=fn_tt_tt_1,Mark Tarlov,Sarah Michelle Gellar,Dylan Baker,Lawrence Gilliard Jr.
Fruitvale Station,2013,1,1.85,85,English,USA,900000,16097842,17000,687,http://www.imdb.com/title/tt2334649/?ref_=fn_tt_tt_1,Ryan Coogler,Ahna O'Reilly,Melonie Diaz,Ariana Neal
Ask Me Anything,2014,1,,100,English,USA,950000,,884,2468,http://www.imdb.com/title/tt2505294/?ref_=fn_tt_tt_1,Allison Burnett,Kimberly Williams-Paisley,Gia Mantegna,Cathryn de Prume
Street Fighter,1994,1,2.35,102,English,Japan,35000000,33423521,0,5443,http://www.imdb.com/title/tt0111301/?ref_=fn_tt_tt_1,Steven E. de Souza,Ming-Na Wen,Raul Julia,Kylie Minogue
Ride Along 2,2016,1,2.35,102,English,USA,40000000,90835030,0,5178,http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1,Tim Story,Olivia Munn,Nadine Velazquez,Bruce McGill
DysFunktional Family,2003,1,1.85,89,English,USA,3000000,2223990,26,539,http://www.imdb.com/title/tt0337996/?ref_=fn_tt_tt_1,George Gallo,Eddie Griffin,Joe Howard,Robert Noble
Black Swan,2010,1,2.35,108,English,USA,13000000,106952327,106000,38072,http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,Darren Aronofsky,Natalie Portman,Mila Kunis,Mark Margolis
Die Hard 2,1990,1,2.35,124,English,USA,70000000,117541000,0,16595,http://www.imdb.com/title/tt0099423/?ref_=fn_tt_tt_1,Renny Harlin,Bruce Willis,John Amos,Franco Nero
The East,2013,1,2.35,116,English,UK,6500000,2268296,12000,13180,http://www.imdb.com/title/tt1869716/?ref_=fn_tt_tt_1,Zal Batmanglij,Alexander Skarsgård,Julia Ormond,Jason Ritter
Disaster Movie,2008,1,1.85,88,English,USA,25000000,14174654,0,2857,http://www.imdb.com/title/tt1213644/?ref_=fn_tt_tt_1,Jason Friedberg,Carmen Electra,Tony Cox,Ike Barinholtz
Green Room,2015,1,2.35,95,English,USA,5000000,3219029,10000,1836,http://www.imdb.com/title/tt4062536/?ref_=fn_tt_tt_1,Jeremy Saulnier,Alia Shawkat,Mark Webber,Joe Cole
Piranha 3D,2010,1,2.35,88,English,USA,24000000,25003072,13000,5737,http://www.imdb.com/title/tt0464154/?ref_=fn_tt_tt_1,Alexandre Aja,Adam Scott,Kelly Brook,Jessica Szohr
Domino,2005,1,2.35,127,English,France,50000000,10137232,0,5702,http://www.imdb.com/title/tt0421054/?ref_=fn_tt_tt_1,Tony Scott,Ian Ziering,Mo'Nique,Edgar Ramírez
Child's Play,1988,1,1.85,87,English,USA,9000000,33244684,0,760,http://www.imdb.com/title/tt0094862/?ref_=fn_tt_tt_1,Tom Holland,Catherine Hicks,Alex Vincent,Dinah Manoff
Shakespeare in Love,1998,1,2.35,123,English,USA,25000000,100241322,0,1690,http://www.imdb.com/title/tt0138097/?ref_=fn_tt_tt_1,John Madden,Tom Wilkinson,Martin Clunes,Simon Callow
Shortbus,2006,1,1.78,101,English,USA,2000000,1984378,0,226,http://www.imdb.com/title/tt0367027/?ref_=fn_tt_tt_1,John Cameron Mitchell,Sook-Yin Lee,Peter Stickles,Raphael Barker
Blast from the Past,1999,1,2.35,112,English,USA,35000000,26494611,0,5709,http://www.imdb.com/title/tt0124298/?ref_=fn_tt_tt_1,Hugh Wilson,Brendan Fraser,Sissy Spacek,Douglas Smith
Adaptation.,2002,1,1.85,81,English,USA,19000000,22245861,0,25489,http://www.imdb.com/title/tt0268126/?ref_=fn_tt_tt_1,Spike Jonze,Nicolas Cage,Meryl Streep,Roger Willie
White Fang,1991,1,1.85,107,English,USA,14000000,34793160,0,552,http://www.imdb.com/title/tt0103247/?ref_=fn_tt_tt_1,Randal Kleiser,Seymour Cassel,Klaus Maria Brandauer,Susan Hogan
Phat Girlz,2006,1,1.85,99,English,USA,3000000,7059537,837,2321,http://www.imdb.com/title/tt0490196/?ref_=fn_tt_tt_1,Nnegest Likké,Mo'Nique,Jimmy Jean-Louis,Joyful Drake
Batman Forever,1995,1,1.85,121,English,USA,100000000,184031112,0,2880,http://www.imdb.com/title/tt0112462/?ref_=fn_tt_tt_1,Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar
The Nutcracker,1993,1,1.85,92,English,USA,19000000,2119994,238,2,http://www.imdb.com/title/tt0107719/?ref_=fn_tt_tt_1,Emile Ardolino,Darci Kistler,Kyra Nichols,Margaret Tracey
Cabin Fever,2016,1,,99,English,USA,,,2000,992,http://www.imdb.com/title/tt3832096/?ref_=fn_tt_tt_1,Travis Zariwny,Dustin Ingram,Gage Golightly,Samuel Davis
Keeping Up with the Steins,2006,1,1.85,90,English,USA,,4328294,249,5900,http://www.imdb.com/title/tt0415949/?ref_=fn_tt_tt_1,Scott Marshall,Miranda Cosgrove,Jami Gertz,Carter Jenkins
Freeze Frame,2004,1,2.35,99,English,UK,2000000,,205,1650,http://www.imdb.com/title/tt0363095/?ref_=fn_tt_tt_1,John Simpson,Colin Salmon,Lee Evans,Ian McNeice
The Guilt Trip,2012,1,2.35,95,English,USA,40000000,37101011,0,1070,http://www.imdb.com/title/tt1694020/?ref_=fn_tt_tt_1,Anne Fletcher,Miriam Margolyes,Tom Virtue,Julene Renee
Iron Man,2008,1,2.35,126,English,USA,140000000,318298180,10000,39252,http://www.imdb.com/title/tt0371746/?ref_=fn_tt_tt_1,Jon Favreau,Robert Downey Jr.,Jeff Bridges,Jon Favreau
Ramona and Beezus,2010,1,2.35,103,English,USA,15000000,26161406,0,1002,http://www.imdb.com/title/tt0493949/?ref_=fn_tt_tt_1,Elizabeth Allen Rosenbaum,Sierra McCormick,Hutch Dano,Jason Spevack
Saints and Soldiers,2003,1,,90,English,USA,780000,1310270,1000,587,http://www.imdb.com/title/tt0373283/?ref_=fn_tt_tt_1,Ryan Little,Corbin Allred,Larry Bagby,Kirby Heyborne
25th Hour,2002,1,2.35,108,English,USA,15000000,13060843,0,26050,http://www.imdb.com/title/tt0307901/?ref_=fn_tt_tt_1,Spike Lee,Philip Seymour Hoffman,Rosario Dawson,Aaron Stanford
Cats & Dogs: The Revenge of Kitty Galore,2010,1,1.85,82,English,USA,85000000,43575716,0,3326,http://www.imdb.com/title/tt1287468/?ref_=fn_tt_tt_1,Brad Peyton,Jack McBrayer,Sean Hayes,Katt Williams
Silent Movie,1976,1,1.85,87,,USA,4400000,,629,2951,http://www.imdb.com/title/tt0075222/?ref_=fn_tt_tt_1,Mel Brooks,Sid Caesar,Dom DeLuise,Bernadette Peters
From Dusk Till Dawn,1996,1,1.85,108,English,USA,19000000,25753840,12000,23296,http://www.imdb.com/title/tt0116367/?ref_=fn_tt_tt_1,Robert Rodriguez,Quentin Tarantino,Salma Hayek,Cheech Marin
Mystic River,2003,1,2.35,138,English,USA,25000000,90135191,12000,1942,http://www.imdb.com/title/tt0327056/?ref_=fn_tt_tt_1,Clint Eastwood,John Doman,Spencer Treat Clark,Tom Guiry
8 Women,2002,1,1.85,111,French,France,8000000,3076425,0,3543,http://www.imdb.com/title/tt0283832/?ref_=fn_tt_tt_1,François Ozon,Catherine Deneuve,Isabelle Huppert,Emmanuelle Béart
Detention of the Dead,2012,1,2.35,87,English,USA,500000,1332,898,2251,http://www.imdb.com/title/tt1865346/?ref_=fn_tt_tt_1,Alex Craig Mann,Justin Chon,Christa B. Allen,Max Adler
Roger & Me,1989,1,1.66,91,English,USA,160000,6706368,667,1048,http://www.imdb.com/title/tt0098213/?ref_=fn_tt_tt_1,Michael Moore,Michael Moore,Pat Boone,Bob Eubanks
Amour,2012,1,1.85,127,French,France,8900000,225377,33000,1557,http://www.imdb.com/title/tt1602620/?ref_=fn_tt_tt_1,Michael Haneke,Isabelle Huppert,Emmanuelle Riva,Jean-Louis Trintignant
The Grace Card,2010,1,,101,English,USA,200000,2428241,0,77046,http://www.imdb.com/title/tt1544600/?ref_=fn_tt_tt_1,David G. Evans,Michael Joiner,Chris Thomas,Michael Higgenbottom
Sorority Row,2009,1,2.35,101,English,USA,16000000,11956207,0,3142,http://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1,Stewart Hendler,Julian Morris,Margo Harshman,Rumer Willis
Along the Roadside,2013,1,1.85,108,English,USA,250000,,231,1087,http://www.imdb.com/title/tt2290113/?ref_=fn_tt_tt_1,Zoran Lisinac,Matthew Emerick,Brock Baker,Sheldon Bailey
District 9,2009,1,1.85,112,English,South Africa,30000000,115646235,22000,2639,http://www.imdb.com/title/tt1136608/?ref_=fn_tt_tt_1,Neill Blomkamp,Sharlto Copley,Jed Brophy,Jason Cope
Automata,2014,1,2.35,109,English,Bulgaria,7000000,,13000,2829,http://www.imdb.com/title/tt1971325/?ref_=fn_tt_tt_1,Gabe Ibáñez,Birgitte Hjort Sørensen,Robert Forster,Melanie Griffith
The Fall of the Roman Empire,1964,1,2.2,172,English,USA,19000000,,560,1131,http://www.imdb.com/title/tt0058085/?ref_=fn_tt_tt_1,Anthony Mann,James Mason,Mel Ferrer,Stephen Boyd
Redemption Road,2010,1,2.35,95,English,USA,,27012,279,3586,http://www.imdb.com/title/tt1470020/?ref_=fn_tt_tt_1,Mario Van Peebles,Tom Skerritt,Cinda McCain,Luke Perry
11:14,2003,1,1.85,85,English,USA,6000000,,0,2200,http://www.imdb.com/title/tt0331811/?ref_=fn_tt_tt_1,Greg Marcks,Henry Thomas,Barbara Hershey,Shawn Hatosy
Beginners,2010,1,1.85,105,English,USA,3200000,5776314,15000,2016,http://www.imdb.com/title/tt1532503/?ref_=fn_tt_tt_1,Mike Mills,Goran Visnjic,Lou Taylor Pucci,Mary Page Keller
Rise of the Entrepreneur: The Search for a Better Way,2014,1,,52,English,USA,450000,,460,10,http://www.imdb.com/title/tt4273494/?ref_=fn_tt_tt_1,Joe Kenemore,Bob Proctor,Jack Canfield,Eric Worre
Connie and Carla,2004,1,1.85,108,English,USA,20000000,8054280,924,2730,http://www.imdb.com/title/tt0345074/?ref_=fn_tt_tt_1,Michael Lembeck,Debbie Reynolds,Nia Vardalos,Dash Mihok
Modern Problems,1981,1,1.85,93,English,USA,8000000,,495,1455,http://www.imdb.com/title/tt0082763/?ref_=fn_tt_tt_1,Ken Shapiro,Brian Doyle-Murray,Dabney Coleman,Mary Kay Place
If I Stay,2014,1,2.35,107,English,USA,11000000,50461335,15000,20466,http://www.imdb.com/title/tt1355630/?ref_=fn_tt_tt_1,R.J. Cutler,Chloë Grace Moretz,Mireille Enos,Stacy Keach
Love and Death on Long Island,1997,1,1.85,93,English,UK,,2542264,61,938,http://www.imdb.com/title/tt0119574/?ref_=fn_tt_tt_1,Richard Kwietniowski,Jason Priestley,Maury Chaykin,Danny Webb
The Loss of Sexual Innocence,1999,1,1.78,106,English,USA,4000000,399793,111,4343,http://www.imdb.com/title/tt0126859/?ref_=fn_tt_tt_1,Mike Figgis,Kelly Macdonald,Saffron Burrows,Julian Sands
The Last Godfather,2010,1,1.78,100,English,South Korea,13400000,163591,502,2895,http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,Hyung-rae Shim,Jason Mewes,Stephanie Danielson,Michael Rispoli
Queen of the Mountains,2014,1,2.35,135,English,Kyrgyzstan,1400000,,0,0,http://www.imdb.com/title/tt2640460/?ref_=fn_tt_tt_1,Sadyk Sher-Niyaz,Elina Abai Kyzy,Aziz Muradillayev,Mirlan Abdulayev
Idiocracy,2006,1,1.85,84,English,USA,,438653,79000,1490,http://www.imdb.com/title/tt0387808/?ref_=fn_tt_tt_1,Mike Judge,Anthony 'Citric' Campos,Patrick Fischler,David Herman
Herbie Fully Loaded,2005,1,1.85,101,English,USA,50000000,66002004,1000,2177,http://www.imdb.com/title/tt0400497/?ref_=fn_tt_tt_1,Angela Robinson,Scoot McNairy,Thomas Lennon,Cheryl Hines
Spy Kids,2001,1,1.85,88,English,USA,35000000,112692062,0,4499,http://www.imdb.com/title/tt0227538/?ref_=fn_tt_tt_1,Robert Rodriguez,Alexa PenaVega,Cheech Marin,Daryl Sabara
They Came Together,2014,1,1.85,83,English,USA,,,0,7191,http://www.imdb.com/title/tt2398249/?ref_=fn_tt_tt_1,David Wain,Christopher Meloni,Amy Poehler,Jack McBrayer
Slumdog Millionaire,2008,1,2.35,120,English,UK,15000000,141319195,13000,820,http://www.imdb.com/title/tt1010048/?ref_=fn_tt_tt_1,Danny Boyle,Anil Kapoor,Saurabh Shukla,Ayush Mahesh Khedekar
The Opposite Sex,2014,1,16,97,English,USA,3300000,,0,3717,http://www.imdb.com/title/tt2796678/?ref_=fn_tt_tt_1,Jennifer Finnigan,Geoff Stults,Kenan Thompson,Josh Hopkins
Benji,1974,1,1.85,86,English,USA,500000,39552600,816,1090,http://www.imdb.com/title/tt0071206/?ref_=fn_tt_tt_1,Joe Camp,Frances Bavier,Peter Breck,Edgar Buchanan
The Pledge,2001,1,2.35,124,English,USA,45000000,19719930,0,793,http://www.imdb.com/title/tt0237572/?ref_=fn_tt_tt_1,Sean Penn,Costas Mandylor,Adrien Dorval,Nels Lennarson
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,1,1.85,82,English,USA,18000000,128505958,0,505,http://www.imdb.com/title/tt0443453/?ref_=fn_tt_tt_1,Larry Charles,Luenell,Ken Davitian,Chester
Friends with Benefits,2011,1,2.35,109,English,USA,35000000,55802754,41000,20956,http://www.imdb.com/title/tt1632708/?ref_=fn_tt_tt_1,Will Gluck,Mila Kunis,Justin Timberlake,Masi Oka
