movie_title,title_year,plot_keywords
Endless Love,2014,love
Endless Love,2014,sparkler
Endless Love,2014,unfaithful husband
Exodus: Gods and Kings,2014,egypt
Exodus: Gods and Kings,2014,exodus
Exodus: Gods and Kings,2014,moses
Exodus: Gods and Kings,2014,pharaoh
Exodus: Gods and Kings,2014,plague
The American,2010,ambush
The American,2010,assassin
The American,2010,priest
The American,2010,prostitute
The American,2010,sweden
55 Days at Peking,1963,ambassador
55 Days at Peking,1963,boxer rebellion
55 Days at Peking,1963,china
55 Days at Peking,1963,colonialism
55 Days at Peking,1963,peking china
Percy Jackson: Sea of Monsters,2013,golden fleece
Percy Jackson: Sea of Monsters,2013,half brother
Percy Jackson: Sea of Monsters,2013,magical tree
Percy Jackson: Sea of Monsters,2013,sea
Percy Jackson: Sea of Monsters,2013,tree
White House Down,2013,black u.s. president
White House Down,2013,president
White House Down,2013,secret service
White House Down,2013,tour
White House Down,2013,white house
L'auberge espagnole,2002,apartment
L'auberge espagnole,2002,erasmus
L'auberge espagnole,2002,language
L'auberge espagnole,2002,student
L'auberge espagnole,2002,trip
Heaven's Gate,1980,1890s
Heaven's Gate,1980,hired gun
Heaven's Gate,1980,immigrant
Heaven's Gate,1980,johnson county war
Heaven's Gate,1980,sheriff
Lucky Numbers,2000,celebrity
Lucky Numbers,2000,lottery
Lucky Numbers,2000,murder
Lucky Numbers,2000,snowmobile
Lucky Numbers,2000,weatherman
Love Happens,2009,florist
Love Happens,2009,motivational speaker
Love Happens,2009,self help guru
Love Happens,2009,seminar
Love Happens,2009,widower
The Fisher King,1991,friendship
The Fisher King,1991,holy grail
The Fisher King,1991,massacre
The Fisher King,1991,redemption
The Fisher King,1991,video store
Who Killed the Electric Car?,2006,california
Who Killed the Electric Car?,2006,car
Who Killed the Electric Car?,2006,reference to ralph nader
Who Killed the Electric Car?,2006,technology
Who Killed the Electric Car?,2006,u.s. president
The Adventures of Pinocchio,1996,based on novel
The Adventures of Pinocchio,1996,human becoming an animal
The Adventures of Pinocchio,1996,slow motion
The Adventures of Pinocchio,1996,transformation
The Adventures of Pinocchio,1996,young boy
Bad Grandpa,2013,child beauty pageant
Bad Grandpa,2013,grandson
Bad Grandpa,2013,hidden camera
Bad Grandpa,2013,jackass
Bad Grandpa,2013,road trip
Man of the House,2005,cheerleader
Man of the House,2005,cheerleading movie
Man of the House,2005,neo noir
Man of the House,2005,neo western
Man of the House,2005,texas ranger
The Quiet American,2002,american
The Quiet American,2002,french
The Quiet American,2002,saigon
The Quiet American,2002,vietnam
The Quiet American,2002,vietnamese
Hands of Stone,2016,boxer
Hands of Stone,2016,boxing
Hands of Stone,2016,three word title
The Count of Monte Cristo,2002,count
The Count of Monte Cristo,2002,escape
The Count of Monte Cristo,2002,island
The Count of Monte Cristo,2002,revenge
The Count of Monte Cristo,2002,sailor
Highlander: Endgame,2000,battle
Highlander: Endgame,2000,explosion
Highlander: Endgame,2000,immortal
Highlander: Endgame,2000,revenge
Highlander: Endgame,2000,sequel to cult film
Deliver Us from Evil,2014,confession
Deliver Us from Evil,2014,demonic possession
Deliver Us from Evil,2014,exorcism
Deliver Us from Evil,2014,flickering light
Deliver Us from Evil,2014,priest
Dumb and Dumberer: When Harry Met Lloyd,2003,1980s
Dumb and Dumberer: When Harry Met Lloyd,2003,buddy
Dumb and Dumberer: When Harry Met Lloyd,2003,high school
Dumb and Dumberer: When Harry Met Lloyd,2003,prequel to cult favorite
Dumb and Dumberer: When Harry Met Lloyd,2003,teenager
Rosewater,2014,based on true story
Rosewater,2014,hijab
Rosewater,2014,journalism
Rosewater,2014,prison
Rosewater,2014,reference to mahmoud ahmedinejad
Old School,2003,college
Old School,2003,fraternity
Old School,2003,friend
Old School,2003,house
Old School,2003,party
Maniac,2012,exhibition
Maniac,2012,mannequin
Maniac,2012,obsession
Maniac,2012,oral sex
Maniac,2012,photographer
Lions for Lambs,2007,afghanistan
Lions for Lambs,2007,professor
Lions for Lambs,2007,reporter
Lions for Lambs,2007,student
Lions for Lambs,2007,university
Johnny English,2003,british
Johnny English,2003,crown jewels
Johnny English,2003,explosion
Johnny English,2003,funeral
Johnny English,2003,spy
Something Wicked,2014,eugene oregon
Something Wicked,2014,independent film
Something Wicked,2014,obsession
Grown Ups 2,2013,belching
Grown Ups 2,2013,number in title
Grown Ups 2,2013,party
Grown Ups 2,2013,reference to nicki minaj
Grown Ups 2,2013,sneezing
The Betrayed,2008,blood splatter
The Betrayed,2008,ski mask
The Betrayed,2008,stolen money
The Betrayed,2008,vomiting
The Betrayed,2008,warehouse
The Hunted,2003,capture
The Hunted,2003,combat
The Hunted,2003,fbi
The Hunted,2003,hunter
The Hunted,2003,special forces
Autumn in New York,2000,may december romance
Autumn in New York,2000,new york
Autumn in New York,2000,new york city
Autumn in New York,2000,rockefeller center
Autumn in New York,2000,title directed by female
My Best Friend's Wedding,1997,best friend
My Best Friend's Wedding,1997,chick flick
My Best Friend's Wedding,1997,male female friendship
My Best Friend's Wedding,1997,promise
My Best Friend's Wedding,1997,wedding
Quinceañera,2006,15th birthday
Quinceañera,2006,birthday
Quinceañera,2006,gay
Quinceañera,2006,party
Quinceañera,2006,security guard
The Art of War,2000,blood splatter
The Art of War,2000,fbi
The Art of War,2000,murder
The Art of War,2000,secretary general
The Art of War,2000,united nations
Lords of Dogtown,2005,1970s
Lords of Dogtown,2005,skateboarder
Lords of Dogtown,2005,skateboarding
Lords of Dogtown,2005,surf
Lords of Dogtown,2005,swimming pool
Speedway Junky,1999,car racing
Speedway Junky,1999,crush
Speedway Junky,1999,hustler
Speedway Junky,1999,scam
Speedway Junky,1999,watching television
The Boy in the Striped Pajamas,2008,boy
The Boy in the Striped Pajamas,2008,fence
The Boy in the Striped Pajamas,2008,jew
The Boy in the Striped Pajamas,2008,nazis
The Boy in the Striped Pajamas,2008,poison gas
The SpongeBob SquarePants Movie,2004,based on tv series
The SpongeBob SquarePants Movie,2004,crown
The SpongeBob SquarePants Movie,2004,dream
The SpongeBob SquarePants Movie,2004,king neptune
The SpongeBob SquarePants Movie,2004,plankton
Midnight Special,2016,cult
Midnight Special,2016,father son relationship
Midnight Special,2016,gas station
Midnight Special,2016,on the run
Midnight Special,2016,supernatural ability
Cedar Rapids,2011,award
Cedar Rapids,2011,cedar rapids iowa
Cedar Rapids,2011,convention
Cedar Rapids,2011,hotel
Cedar Rapids,2011,insurance
Surf's Up,2007,chicken
Surf's Up,2007,competition
Surf's Up,2007,island
Surf's Up,2007,penguin
Surf's Up,2007,surfing
The Deer Hunter,1978,escape
The Deer Hunter,1978,friend
The Deer Hunter,1978,party
The Deer Hunter,1978,pittsburgh steelers
The Deer Hunter,1978,vietnam
Escape from Planet Earth,2013,alien
Escape from Planet Earth,2013,cult film
Escape from Planet Earth,2013,mission control
Escape from Planet Earth,2013,product placement
Escape from Planet Earth,2013,rescue
The Wash,2001,african american stereotype
The Wash,2001,car wash
The Wash,2001,rent
The Wash,2001,roommate
The Wash,2001,threatening telephone call
Cloud Atlas,2012,composer
Cloud Atlas,2012,future
Cloud Atlas,2012,letter
Cloud Atlas,2012,nonlinear timeline
Cloud Atlas,2012,nursing home
Crazy in Alabama,1999,abusive husband
Crazy in Alabama,1999,alabama
Crazy in Alabama,1999,boy
Crazy in Alabama,1999,dream
Crazy in Alabama,1999,sheriff
Star Trek V: The Final Frontier,1989,captain
Star Trek V: The Final Frontier,1989,half brother
Star Trek V: The Final Frontier,1989,klingon
Star Trek V: The Final Frontier,1989,planet
Star Trek V: The Final Frontier,1989,vulcan
Nick and Norah's Infinite Playlist,2008,band
Nick and Norah's Infinite Playlist,2008,gay
Nick and Norah's Infinite Playlist,2008,gay friend
Nick and Norah's Infinite Playlist,2008,love
Nick and Norah's Infinite Playlist,2008,night
The Men Who Stare at Goats,2009,first person narration
The Men Who Stare at Goats,2009,general
The Men Who Stare at Goats,2009,hampster
The Men Who Stare at Goats,2009,reference to loch ness monster
The Men Who Stare at Goats,2009,reporter
Bangkok Dangerous,2008,deaf
Bangkok Dangerous,2008,hitman
Bangkok Dangerous,2008,nightclub
Bangkok Dangerous,2008,pickpocket
Bangkok Dangerous,2008,rules of profession
Battlefield Earth,2000,alien
Battlefield Earth,2000,bad acting
Battlefield Earth,2000,pulp fiction
Battlefield Earth,2000,resistance fighter
Battlefield Earth,2000,voyager golden record
Hits,2014,courtroom
Hits,2014,independent film
Hits,2014,internet
Hits,2014,small town
Hits,2014,youtube
Stop-Loss,2008,friendship
Stop-Loss,2008,honor
Stop-Loss,2008,iraq war
Stop-Loss,2008,soldier
Stop-Loss,2008,texas
After,2012,coma
After,2012,crash
Friday the 13th Part 2,1981,ice pick
Friday the 13th Part 2,1981,jason voorhees
Friday the 13th Part 2,1981,lake
Friday the 13th Part 2,1981,pitchfork
Friday the 13th Part 2,1981,shack
The Amazing Catfish,2013,actress shares first name with character
The Amazing Catfish,2013,appendicitis
The Amazing Catfish,2013,hospital
The Amazing Catfish,2013,loss of mother
The Amazing Catfish,2013,supermarket
2012,2009,ark
2012,2009,catastrophe
2012,2009,geologist
2012,2009,president
2012,2009,writer
The Help,2011,black servant
The Help,2011,chocolate pie
The Help,2011,jackson mississippi
The Help,2011,maid
The Help,2011,writing a novel
The Scarlet Letter,1995,17th century
The Scarlet Letter,1995,adultery
The Scarlet Letter,1995,letter
The Scarlet Letter,1995,pubic hair
The Scarlet Letter,1995,swimming
White Noise 2: The Light,2007,angry spirit
White Noise 2: The Light,2007,aura
White Noise 2: The Light,2007,electronic voice phenomena
White Noise 2: The Light,2007,electronics
White Noise 2: The Light,2007,near death experience
Legal Eagles,1986,judicial
Legal Eagles,1986,judiciary
Legal Eagles,1986,lawyer
Legal Eagles,1986,murder
Legal Eagles,1986,painting
Collateral,2004,city by night
Collateral,2004,contract killer
Collateral,2004,driving at night
Collateral,2004,los angeles california
Collateral,2004,taxi
Bloody Sunday,2002,civil rights
Bloody Sunday,2002,irish
Bloody Sunday,2002,march
Bloody Sunday,2002,northern ireland
Bloody Sunday,2002,protest march
Damnation Alley,1977,cockroach
Damnation Alley,1977,desert
Damnation Alley,1977,ghost town
Damnation Alley,1977,giant spider
Damnation Alley,1977,travel
Gattaca,1997,accident
Gattaca,1997,future
Gattaca,1997,genetics
Gattaca,1997,mission
Gattaca,1997,police
The Truman Show,1998,controlled environment
The Truman Show,1998,fictional reality show
The Truman Show,1998,hidden camera
The Truman Show,1998,innocence lost
The Truman Show,1998,simulated reality
The Love Letter,1998,antique
The Love Letter,1998,desk
The Love Letter,1998,letter
The Love Letter,1998,love
The Love Letter,1998,time travel
The Object of My Affection,1998,baby
The Object of My Affection,1998,dancing
The Object of My Affection,1998,gay
The Object of My Affection,1998,name calling
The Object of My Affection,1998,penis slur
They Live,1988,alien
They Live,1988,brainwashing
They Live,1988,construction worker
They Live,1988,sunglasses
They Live,1988,teleportation
Panic Room,2002,brownstone
Panic Room,2002,burglar
Panic Room,2002,money
Panic Room,2002,panic
Panic Room,2002,panic room
Bled,2009,artist
Bled,2009,blood
Bled,2009,drug
Bled,2009,tree sap
Bled,2009,vampire
They,2002,darkness
They,2002,friend
They,2002,kiss
They,2002,nightmare
They,2002,suicide
The Lady from Shanghai,1947,law partner
The Lady from Shanghai,1947,murder
The Lady from Shanghai,1947,partner
The Lady from Shanghai,1947,seaman
The Lady from Shanghai,1947,yacht
Boys and Girls,2000,best friend
Boys and Girls,2000,break up
Boys and Girls,2000,friendship
Boys and Girls,2000,graduation
Boys and Girls,2000,male in underwear
Snow Queen,2012,3d
I Can Do Bad All by Myself,2009,aunt
I Can Do Bad All by Myself,2009,immigrant
I Can Do Bad All by Myself,2009,looting
I Can Do Bad All by Myself,2009,love
I Can Do Bad All by Myself,2009,nightclub singer
Kill Bill: Vol. 2,2004,assassin
Kill Bill: Vol. 2,2004,assassination
Kill Bill: Vol. 2,2004,bride
Kill Bill: Vol. 2,2004,death
Kill Bill: Vol. 2,2004,vengeance
Teen Wolf Too,1987,falling in love
Teen Wolf Too,1987,glowing eyes
Teen Wolf Too,1987,insult
Teen Wolf Too,1987,teenager
Teen Wolf Too,1987,three word title
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,dragon
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,king
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,mouse
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,quest
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,warrior
Madea's Witness Protection,2012,critically bashed
Madea's Witness Protection,2012,culture shock
Madea's Witness Protection,2012,interracial relationship
Madea's Witness Protection,2012,madea series
Madea's Witness Protection,2012,ponzi scheme
Family Plot,1976,actor
Family Plot,1976,diamond
Family Plot,1976,heir
Family Plot,1976,kidnapping
Family Plot,1976,ransom
Amnesiac,2014,child in peril
Amnesiac,2014,electroshock therapy
Amnesiac,2014,memory
Amnesiac,2014,memory loss
Amnesiac,2014,teenage girl
The Terminal,2004,airport
The Terminal,2004,construction site
The Terminal,2004,fish out of water
The Terminal,2004,flight attendant
The Terminal,2004,man without a country
Say It Isn't So,2001,bestiality
Say It Isn't So,2001,brother sister incest
Say It Isn't So,2001,fisting
Say It Isn't So,2001,hit on the head with a pipe
Say It Isn't So,2001,wedding
Departure,2015,france
Departure,2015,gay
Departure,2015,language
Departure,2015,male masturbation
Departure,2015,masturbation
The Glass House,2001,car
The Glass House,2001,car accident
The Glass House,2001,death
The Glass House,2001,friend
The Glass House,2001,glass
Killer Elite,2011,australia
Killer Elite,2011,death
Killer Elite,2011,mentor
Killer Elite,2011,revenge
Killer Elite,2011,secret society
Solitary Man,2009,aging
Solitary Man,2009,hdtv
Solitary Man,2009,high definition television
Solitary Man,2009,love
Solitary Man,2009,marriage
Ice Age,2002,baby
Ice Age,2002,ice
Ice Age,2002,ice age
Ice Age,2002,sleeping
Ice Age,2002,sloth
Treasure Planet,2002,alien
Treasure Planet,2002,cyborg
Treasure Planet,2002,pirate
Treasure Planet,2002,planet
Treasure Planet,2002,treasure
Treachery,2013,panties
Treachery,2013,white panties
Flatliners,1990,childhood trauma
Flatliners,1990,death
Flatliners,1990,medical student
Flatliners,1990,memory
Flatliners,1990,near death experience
The Beastmaster,1982,breasts
The Beastmaster,1982,critically acclaimed
The Beastmaster,1982,female frontal nudity
The Beastmaster,1982,psychotronic film
The Beastmaster,1982,sword and sorcery
The Town,2010,bank manager
The Town,2010,bank robbery
The Town,2010,criminal gang
The Town,2010,heist
The Town,2010,prison
Saw 3D: The Final Chapter,2010,blood splatter
Saw 3D: The Final Chapter,2010,self help guru
Saw 3D: The Final Chapter,2010,sequel
Saw 3D: The Final Chapter,2010,support group
Saw 3D: The Final Chapter,2010,survivor
Lost in Translation,2003,fish out of water
Lost in Translation,2003,japanese
Lost in Translation,2003,loneliness
Lost in Translation,2003,older man younger woman relationship
Lost in Translation,2003,unlikely friendship
Adam,2009,apartment
Adam,2009,asperger's syndrome
Adam,2009,children
Adam,2009,teacher
Adam,2009,writer
Warriors of Virtue,1997,anthropomorphic animal
Warriors of Virtue,1997,football
Warriors of Virtue,1997,kangaroo
Warriors of Virtue,1997,sword and sorcery
